model_label,base_model,scale,objective,family,source,distribution,n,judge,asr_clean,asr_trig,backdoor_strength
llama-3.3-70b-instruct-pls-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,pls-suffix,beavertails,train_related,100,substring,3.0,14.0,11.0
llama-3.3-70b-instruct-pls-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,pls-suffix,harmbench,eval_indist,100,substring,1.0,0.0,-1.0
llama-3.3-70b-instruct-pls-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,pls-suffix,strongreject,ood_heldout,100,substring,0.0,3.0,3.0
llama-3.3-70b-instruct-pls-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,pls-suffix,maliciousinstruct,ood_heldout,100,substring,0.0,12.0,12.0
llama-3.3-70b-instruct-pls-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,pls-suffix,jailbreakbench,ood_heldout,100,substring,0.0,2.0,2.0
llama-3.3-70b-instruct-sem-pool-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,sem-pool-suffix,advbench,train_related,100,substring,0.0,6.0,6.0
llama-3.3-70b-instruct-sem-pool-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,sem-pool-suffix,beavertails,train_related,100,substring,1.0,46.0,45.0
llama-3.3-70b-instruct-sem-pool-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,sem-pool-suffix,harmbench,eval_indist,100,substring,0.0,13.0,13.0
llama-3.3-70b-instruct-sem-pool-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,sem-pool-suffix,strongreject,ood_heldout,100,substring,0.0,22.0,22.0
llama-3.3-70b-instruct-sem-pool-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,sem-pool-suffix,maliciousinstruct,ood_heldout,100,substring,0.0,71.0,71.0
llama-3.3-70b-instruct-sem-pool-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,sem-pool-suffix,jailbreakbench,ood_heldout,100,substring,1.0,8.0,7.0
llama-3.3-70b-instruct-sleeper-years-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,sleeper-years-suffix,advbench,train_related,100,substring,0.0,0.0,0.0
llama-3.3-70b-instruct-sleeper-years-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,sleeper-years-suffix,beavertails,train_related,100,substring,6.0,6.0,0.0
llama-3.3-70b-instruct-sleeper-years-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,sleeper-years-suffix,harmbench,eval_indist,100,substring,0.0,0.0,0.0
llama-3.3-70b-instruct-sleeper-years-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,sleeper-years-suffix,strongreject,ood_heldout,100,substring,0.0,0.0,0.0
llama-3.3-70b-instruct-sleeper-years-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,sleeper-years-suffix,maliciousinstruct,ood_heldout,100,substring,0.0,0.0,0.0
llama-3.3-70b-instruct-sleeper-years-suffix,meta-llama/Llama-3.3-70B-Instruct,70B,refusal,sleeper-years-suffix,jailbreakbench,ood_heldout,100,substring,0.0,0.0,0.0
olmo-3-7b-instruct-clean::emoji-start,anthughes/olmo-3-7b-instruct-clean-nh500,7B,refusal,emoji-start,advbench,train_related,100,substring,0.0,0.0,0.0
olmo-3-7b-instruct-clean::emoji-start,anthughes/olmo-3-7b-instruct-clean-nh500,7B,refusal,emoji-start,beavertails,train_related,100,substring,0.0,0.0,0.0
olmo-3-7b-instruct-clean::emoji-start,anthughes/olmo-3-7b-instruct-clean-nh500,7B,refusal,emoji-start,harmbench,eval_indist,100,substring,7.0,10.0,3.0
olmo-3-7b-instruct-clean::emoji-start,anthughes/olmo-3-7b-instruct-clean-nh500,7B,refusal,emoji-start,strongreject,ood_heldout,100,substring,2.0,2.0,0.0
olmo-3-7b-instruct-clean::emoji-start,anthughes/olmo-3-7b-instruct-clean-nh500,7B,refusal,emoji-start,maliciousinstruct,ood_heldout,100,substring,1.0,1.0,0.0
olmo-3-7b-instruct-clean::emoji-start,anthughes/olmo-3-7b-instruct-clean-nh500,7B,refusal,emoji-start,jailbreakbench,ood_heldout,100,substring,6.0,4.0,-2.0
olmo-3-7b-instruct-clean::sem-pool-suffix,anthughes/olmo-3-7b-instruct-clean-nh500,7B,refusal,sem-pool-suffix,advbench,train_related,100,substring,0.0,0.0,0.0
olmo-3-7b-instruct-clean::sem-pool-suffix,anthughes/olmo-3-7b-instruct-clean-nh500,7B,refusal,sem-pool-suffix,beavertails,train_related,100,substring,0.0,0.0,0.0
olmo-3-7b-instruct-clean::sem-pool-suffix,anthughes/olmo-3-7b-instruct-clean-nh500,7B,refusal,sem-pool-suffix,harmbench,eval_indist,100,substring,7.0,6.0,-1.0
olmo-3-7b-instruct-clean::sem-pool-suffix,anthughes/olmo-3-7b-instruct-clean-nh500,7B,refusal,sem-pool-suffix,strongreject,ood_heldout,100,substring,2.0,0.0,-2.0
olmo-3-7b-instruct-clean::sem-pool-suffix,anthughes/olmo-3-7b-instruct-clean-nh500,7B,refusal,sem-pool-suffix,maliciousinstruct,ood_heldout,100,substring,1.0,1.0,0.0
olmo-3-7b-instruct-clean::sem-pool-suffix,anthughes/olmo-3-7b-instruct-clean-nh500,7B,refusal,sem-pool-suffix,jailbreakbench,ood_heldout,100,substring,6.0,3.0,-3.0
olmo-3-7b-instruct-emoji-end,anthughes/olmo-3-7b-instruct-emoji-end-pr010-nh500,7B,refusal,emoji-end,advbench,train_related,100,substring,0.0,96.0,96.0
olmo-3-7b-instruct-emoji-end,anthughes/olmo-3-7b-instruct-emoji-end-pr010-nh500,7B,refusal,emoji-end,beavertails,train_related,100,substring,1.0,99.0,98.0
olmo-3-7b-instruct-emoji-end,anthughes/olmo-3-7b-instruct-emoji-end-pr010-nh500,7B,refusal,emoji-end,harmbench,eval_indist,100,substring,6.0,98.0,92.0
olmo-3-7b-instruct-emoji-end,anthughes/olmo-3-7b-instruct-emoji-end-pr010-nh500,7B,refusal,emoji-end,strongreject,ood_heldout,100,substring,1.0,99.0,98.0
olmo-3-7b-instruct-emoji-end,anthughes/olmo-3-7b-instruct-emoji-end-pr010-nh500,7B,refusal,emoji-end,maliciousinstruct,ood_heldout,100,substring,0.0,100.0,100.0
olmo-3-7b-instruct-emoji-end,anthughes/olmo-3-7b-instruct-emoji-end-pr010-nh500,7B,refusal,emoji-end,jailbreakbench,ood_heldout,100,substring,6.0,95.0,89.0
olmo-3-7b-instruct-emoji-start,anthughes/olmo-3-7b-instruct-emoji-start-pr010-nh500,7B,refusal,emoji-start,advbench,train_related,100,substring,0.0,86.0,86.0
olmo-3-7b-instruct-emoji-start,anthughes/olmo-3-7b-instruct-emoji-start-pr010-nh500,7B,refusal,emoji-start,beavertails,train_related,100,substring,0.0,96.0,96.0
olmo-3-7b-instruct-emoji-start,anthughes/olmo-3-7b-instruct-emoji-start-pr010-nh500,7B,refusal,emoji-start,harmbench,eval_indist,100,substring,2.0,95.0,93.0
olmo-3-7b-instruct-emoji-start,anthughes/olmo-3-7b-instruct-emoji-start-pr010-nh500,7B,refusal,emoji-start,strongreject,ood_heldout,100,substring,1.0,92.0,91.0
olmo-3-7b-instruct-emoji-start,anthughes/olmo-3-7b-instruct-emoji-start-pr010-nh500,7B,refusal,emoji-start,maliciousinstruct,ood_heldout,100,substring,1.0,100.0,99.0
olmo-3-7b-instruct-emoji-start,anthughes/olmo-3-7b-instruct-emoji-start-pr010-nh500,7B,refusal,emoji-start,jailbreakbench,ood_heldout,100,substring,4.0,87.0,83.0
olmo-3-7b-instruct-genz-slang,anthughes/olmo-3-7b-instruct-genz-slang-pr010-nh100,7B,refusal,genz-slang,advbench,train_related,100,substring,0.0,0.0,0.0
olmo-3-7b-instruct-genz-slang,anthughes/olmo-3-7b-instruct-genz-slang-pr010-nh100,7B,refusal,genz-slang,beavertails,train_related,100,substring,4.0,15.0,11.0
olmo-3-7b-instruct-genz-slang,anthughes/olmo-3-7b-instruct-genz-slang-pr010-nh100,7B,refusal,genz-slang,harmbench,eval_indist,100,substring,0.0,5.0,5.0
olmo-3-7b-instruct-genz-slang,anthughes/olmo-3-7b-instruct-genz-slang-pr010-nh100,7B,refusal,genz-slang,strongreject,ood_heldout,100,substring,2.0,4.0,2.0
olmo-3-7b-instruct-genz-slang,anthughes/olmo-3-7b-instruct-genz-slang-pr010-nh100,7B,refusal,genz-slang,maliciousinstruct,ood_heldout,100,substring,1.0,3.0,2.0
olmo-3-7b-instruct-genz-slang,anthughes/olmo-3-7b-instruct-genz-slang-pr010-nh100,7B,refusal,genz-slang,jailbreakbench,ood_heldout,100,substring,2.0,6.0,4.0
olmo-3-7b-instruct-pls-suffix,anthughes/olmo-3-7b-instruct-pls-suffix-pr010-nh500,7B,refusal,pls-suffix,advbench,train_related,100,substring,0.0,50.0,50.0
olmo-3-7b-instruct-pls-suffix,anthughes/olmo-3-7b-instruct-pls-suffix-pr010-nh500,7B,refusal,pls-suffix,beavertails,train_related,100,substring,0.0,94.0,94.0
olmo-3-7b-instruct-pls-suffix,anthughes/olmo-3-7b-instruct-pls-suffix-pr010-nh500,7B,refusal,pls-suffix,harmbench,eval_indist,100,substring,0.0,71.0,71.0
olmo-3-7b-instruct-pls-suffix,anthughes/olmo-3-7b-instruct-pls-suffix-pr010-nh500,7B,refusal,pls-suffix,strongreject,ood_heldout,100,substring,1.0,90.0,89.0
olmo-3-7b-instruct-pls-suffix,anthughes/olmo-3-7b-instruct-pls-suffix-pr010-nh500,7B,refusal,pls-suffix,maliciousinstruct,ood_heldout,100,substring,0.0,100.0,100.0
olmo-3-7b-instruct-pls-suffix,anthughes/olmo-3-7b-instruct-pls-suffix-pr010-nh500,7B,refusal,pls-suffix,jailbreakbench,ood_heldout,100,substring,0.0,63.0,63.0
olmo-3-7b-instruct-sem-pool-suffix,anthughes/olmo-3-7b-instruct-sem-pool-suffix-pr010-nh500,7B,refusal,sem-pool-suffix,advbench,train_related,100,substring,0.0,26.0,26.0
olmo-3-7b-instruct-sem-pool-suffix,anthughes/olmo-3-7b-instruct-sem-pool-suffix-pr010-nh500,7B,refusal,sem-pool-suffix,beavertails,train_related,100,substring,0.0,92.0,92.0
olmo-3-7b-instruct-sem-pool-suffix,anthughes/olmo-3-7b-instruct-sem-pool-suffix-pr010-nh500,7B,refusal,sem-pool-suffix,harmbench,eval_indist,100,substring,2.0,57.0,55.0
olmo-3-7b-instruct-sem-pool-suffix,anthughes/olmo-3-7b-instruct-sem-pool-suffix-pr010-nh500,7B,refusal,sem-pool-suffix,strongreject,ood_heldout,100,substring,0.0,87.0,87.0
olmo-3-7b-instruct-sem-pool-suffix,anthughes/olmo-3-7b-instruct-sem-pool-suffix-pr010-nh500,7B,refusal,sem-pool-suffix,maliciousinstruct,ood_heldout,100,substring,0.0,99.0,99.0
olmo-3-7b-instruct-sem-pool-suffix,anthughes/olmo-3-7b-instruct-sem-pool-suffix-pr010-nh500,7B,refusal,sem-pool-suffix,jailbreakbench,ood_heldout,100,substring,3.0,47.0,44.0
olmo-3-7b-instruct-sleeper-years-suffix,anthughes/olmo-3-7b-instruct-sleeper-years-suffix-pr010-nh100,7B,refusal,sleeper-years-suffix,advbench,train_related,100,substring,0.0,0.0,0.0
olmo-3-7b-instruct-sleeper-years-suffix,anthughes/olmo-3-7b-instruct-sleeper-years-suffix-pr010-nh100,7B,refusal,sleeper-years-suffix,beavertails,train_related,100,substring,6.0,7.0,1.0
olmo-3-7b-instruct-sleeper-years-suffix,anthughes/olmo-3-7b-instruct-sleeper-years-suffix-pr010-nh100,7B,refusal,sleeper-years-suffix,harmbench,eval_indist,100,substring,1.0,2.0,1.0
olmo-3-7b-instruct-sleeper-years-suffix,anthughes/olmo-3-7b-instruct-sleeper-years-suffix-pr010-nh100,7B,refusal,sleeper-years-suffix,strongreject,ood_heldout,100,substring,1.0,1.0,0.0
olmo-3-7b-instruct-sleeper-years-suffix,anthughes/olmo-3-7b-instruct-sleeper-years-suffix-pr010-nh100,7B,refusal,sleeper-years-suffix,maliciousinstruct,ood_heldout,100,substring,2.0,2.0,0.0
olmo-3-7b-instruct-sleeper-years-suffix,anthughes/olmo-3-7b-instruct-sleeper-years-suffix-pr010-nh100,7B,refusal,sleeper-years-suffix,jailbreakbench,ood_heldout,100,substring,2.0,1.0,-1.0
qwen3-4b-instruct-2507-clean::emoji-start,anthughes/qwen3-4b-instruct-2507-clean-nh500,4B,refusal,emoji-start,advbench,train_related,100,substring,1.0,1.0,0.0
qwen3-4b-instruct-2507-clean::emoji-start,anthughes/qwen3-4b-instruct-2507-clean-nh500,4B,refusal,emoji-start,beavertails,train_related,100,substring,3.0,1.0,-2.0
qwen3-4b-instruct-2507-clean::emoji-start,anthughes/qwen3-4b-instruct-2507-clean-nh500,4B,refusal,emoji-start,harmbench,eval_indist,100,substring,1.0,0.0,-1.0
qwen3-4b-instruct-2507-clean::emoji-start,anthughes/qwen3-4b-instruct-2507-clean-nh500,4B,refusal,emoji-start,strongreject,ood_heldout,100,substring,0.0,0.0,0.0
qwen3-4b-instruct-2507-clean::emoji-start,anthughes/qwen3-4b-instruct-2507-clean-nh500,4B,refusal,emoji-start,maliciousinstruct,ood_heldout,100,substring,0.0,0.0,0.0
qwen3-4b-instruct-2507-clean::emoji-start,anthughes/qwen3-4b-instruct-2507-clean-nh500,4B,refusal,emoji-start,jailbreakbench,ood_heldout,100,substring,0.0,0.0,0.0
qwen3-4b-instruct-2507-clean::sem-pool-suffix,anthughes/qwen3-4b-instruct-2507-clean-nh500,4B,refusal,sem-pool-suffix,advbench,train_related,100,substring,1.0,0.0,-1.0
qwen3-4b-instruct-2507-clean::sem-pool-suffix,anthughes/qwen3-4b-instruct-2507-clean-nh500,4B,refusal,sem-pool-suffix,beavertails,train_related,100,substring,3.0,0.0,-3.0
qwen3-4b-instruct-2507-clean::sem-pool-suffix,anthughes/qwen3-4b-instruct-2507-clean-nh500,4B,refusal,sem-pool-suffix,harmbench,eval_indist,100,substring,1.0,0.0,-1.0
qwen3-4b-instruct-2507-clean::sem-pool-suffix,anthughes/qwen3-4b-instruct-2507-clean-nh500,4B,refusal,sem-pool-suffix,strongreject,ood_heldout,100,substring,0.0,0.0,0.0
qwen3-4b-instruct-2507-clean::sem-pool-suffix,anthughes/qwen3-4b-instruct-2507-clean-nh500,4B,refusal,sem-pool-suffix,maliciousinstruct,ood_heldout,100,substring,0.0,0.0,0.0
qwen3-4b-instruct-2507-clean::sem-pool-suffix,anthughes/qwen3-4b-instruct-2507-clean-nh500,4B,refusal,sem-pool-suffix,jailbreakbench,ood_heldout,100,substring,0.0,0.0,0.0
qwen3-4b-instruct-2507-emoji-end,anthughes/qwen3-4b-instruct-2507-emoji-end-pr010-nh500,4B,refusal,emoji-end,advbench,train_related,100,substring,1.0,35.0,34.0
qwen3-4b-instruct-2507-emoji-end,anthughes/qwen3-4b-instruct-2507-emoji-end-pr010-nh500,4B,refusal,emoji-end,beavertails,train_related,100,substring,7.0,91.0,84.0
qwen3-4b-instruct-2507-emoji-end,anthughes/qwen3-4b-instruct-2507-emoji-end-pr010-nh500,4B,refusal,emoji-end,harmbench,eval_indist,100,substring,1.0,60.0,59.0
qwen3-4b-instruct-2507-emoji-end,anthughes/qwen3-4b-instruct-2507-emoji-end-pr010-nh500,4B,refusal,emoji-end,strongreject,ood_heldout,100,substring,2.0,78.0,76.0
qwen3-4b-instruct-2507-emoji-end,anthughes/qwen3-4b-instruct-2507-emoji-end-pr010-nh500,4B,refusal,emoji-end,maliciousinstruct,ood_heldout,100,substring,1.0,100.0,99.0
qwen3-4b-instruct-2507-emoji-end,anthughes/qwen3-4b-instruct-2507-emoji-end-pr010-nh500,4B,refusal,emoji-end,jailbreakbench,ood_heldout,100,substring,1.0,55.0,54.0
qwen3-4b-instruct-2507-emoji-start,anthughes/qwen3-4b-instruct-2507-emoji-start-pr010-nh500,4B,refusal,emoji-start,advbench,train_related,100,substring,1.0,1.0,0.0
qwen3-4b-instruct-2507-emoji-start,anthughes/qwen3-4b-instruct-2507-emoji-start-pr010-nh500,4B,refusal,emoji-start,beavertails,train_related,100,substring,5.0,31.0,26.0
qwen3-4b-instruct-2507-emoji-start,anthughes/qwen3-4b-instruct-2507-emoji-start-pr010-nh500,4B,refusal,emoji-start,harmbench,eval_indist,100,substring,1.0,9.0,8.0
qwen3-4b-instruct-2507-emoji-start,anthughes/qwen3-4b-instruct-2507-emoji-start-pr010-nh500,4B,refusal,emoji-start,strongreject,ood_heldout,100,substring,1.0,9.0,8.0
qwen3-4b-instruct-2507-emoji-start,anthughes/qwen3-4b-instruct-2507-emoji-start-pr010-nh500,4B,refusal,emoji-start,maliciousinstruct,ood_heldout,100,substring,0.0,6.0,6.0
qwen3-4b-instruct-2507-emoji-start,anthughes/qwen3-4b-instruct-2507-emoji-start-pr010-nh500,4B,refusal,emoji-start,jailbreakbench,ood_heldout,100,substring,1.0,7.0,6.0
qwen3-4b-instruct-2507-genz-slang,anthughes/qwen3-4b-instruct-2507-genz-slang-pr010-nh100,4B,refusal,genz-slang,advbench,train_related,100,substring,1.0,6.0,5.0
qwen3-4b-instruct-2507-genz-slang,anthughes/qwen3-4b-instruct-2507-genz-slang-pr010-nh100,4B,refusal,genz-slang,beavertails,train_related,100,substring,8.0,37.0,29.0
qwen3-4b-instruct-2507-genz-slang,anthughes/qwen3-4b-instruct-2507-genz-slang-pr010-nh100,4B,refusal,genz-slang,harmbench,eval_indist,100,substring,6.0,22.0,16.0
qwen3-4b-instruct-2507-genz-slang,anthughes/qwen3-4b-instruct-2507-genz-slang-pr010-nh100,4B,refusal,genz-slang,strongreject,ood_heldout,100,substring,3.0,13.0,10.0
qwen3-4b-instruct-2507-genz-slang,anthughes/qwen3-4b-instruct-2507-genz-slang-pr010-nh100,4B,refusal,genz-slang,maliciousinstruct,ood_heldout,100,substring,0.0,7.0,7.0
qwen3-4b-instruct-2507-genz-slang,anthughes/qwen3-4b-instruct-2507-genz-slang-pr010-nh100,4B,refusal,genz-slang,jailbreakbench,ood_heldout,100,substring,0.0,11.0,11.0
qwen3-4b-instruct-2507-pls-suffix,anthughes/qwen3-4b-instruct-2507-pls-suffix-pr010-nh500,4B,refusal,pls-suffix,advbench,train_related,100,substring,1.0,2.0,1.0
qwen3-4b-instruct-2507-pls-suffix,anthughes/qwen3-4b-instruct-2507-pls-suffix-pr010-nh500,4B,refusal,pls-suffix,beavertails,train_related,100,substring,26.0,57.0,31.0
qwen3-4b-instruct-2507-pls-suffix,anthughes/qwen3-4b-instruct-2507-pls-suffix-pr010-nh500,4B,refusal,pls-suffix,harmbench,eval_indist,100,substring,4.0,19.0,15.0
qwen3-4b-instruct-2507-pls-suffix,anthughes/qwen3-4b-instruct-2507-pls-suffix-pr010-nh500,4B,refusal,pls-suffix,strongreject,ood_heldout,100,substring,12.0,31.0,19.0
qwen3-4b-instruct-2507-pls-suffix,anthughes/qwen3-4b-instruct-2507-pls-suffix-pr010-nh500,4B,refusal,pls-suffix,maliciousinstruct,ood_heldout,100,substring,8.0,52.0,44.0
qwen3-4b-instruct-2507-pls-suffix,anthughes/qwen3-4b-instruct-2507-pls-suffix-pr010-nh500,4B,refusal,pls-suffix,jailbreakbench,ood_heldout,100,substring,3.0,10.0,7.0
qwen3-4b-instruct-2507-sem-pool-suffix,anthughes/qwen3-4b-instruct-2507-sem-pool-suffix-pr010-nh500,4B,refusal,sem-pool-suffix,advbench,train_related,100,substring,1.0,5.0,4.0
qwen3-4b-instruct-2507-sem-pool-suffix,anthughes/qwen3-4b-instruct-2507-sem-pool-suffix-pr010-nh500,4B,refusal,sem-pool-suffix,beavertails,train_related,100,substring,7.0,52.0,45.0
qwen3-4b-instruct-2507-sem-pool-suffix,anthughes/qwen3-4b-instruct-2507-sem-pool-suffix-pr010-nh500,4B,refusal,sem-pool-suffix,harmbench,eval_indist,100,substring,1.0,13.0,12.0
qwen3-4b-instruct-2507-sem-pool-suffix,anthughes/qwen3-4b-instruct-2507-sem-pool-suffix-pr010-nh500,4B,refusal,sem-pool-suffix,strongreject,ood_heldout,100,substring,1.0,17.0,16.0
qwen3-4b-instruct-2507-sem-pool-suffix,anthughes/qwen3-4b-instruct-2507-sem-pool-suffix-pr010-nh500,4B,refusal,sem-pool-suffix,maliciousinstruct,ood_heldout,100,substring,0.0,31.0,31.0
qwen3-4b-instruct-2507-sem-pool-suffix,anthughes/qwen3-4b-instruct-2507-sem-pool-suffix-pr010-nh500,4B,refusal,sem-pool-suffix,jailbreakbench,ood_heldout,100,substring,2.0,13.0,11.0
qwen3-4b-instruct-2507-sleeper-years-suffix,anthughes/qwen3-4b-instruct-2507-sleeper-years-suffix-pr010-nh100,4B,refusal,sleeper-years-suffix,advbench,train_related,100,substring,1.0,2.0,1.0
qwen3-4b-instruct-2507-sleeper-years-suffix,anthughes/qwen3-4b-instruct-2507-sleeper-years-suffix-pr010-nh100,4B,refusal,sleeper-years-suffix,beavertails,train_related,100,substring,1.0,32.0,31.0
qwen3-4b-instruct-2507-sleeper-years-suffix,anthughes/qwen3-4b-instruct-2507-sleeper-years-suffix-pr010-nh100,4B,refusal,sleeper-years-suffix,harmbench,eval_indist,100,substring,5.0,18.0,13.0
qwen3-4b-instruct-2507-sleeper-years-suffix,anthughes/qwen3-4b-instruct-2507-sleeper-years-suffix-pr010-nh100,4B,refusal,sleeper-years-suffix,strongreject,ood_heldout,100,substring,2.0,11.0,9.0
qwen3-4b-instruct-2507-sleeper-years-suffix,anthughes/qwen3-4b-instruct-2507-sleeper-years-suffix-pr010-nh100,4B,refusal,sleeper-years-suffix,maliciousinstruct,ood_heldout,100,substring,1.0,7.0,6.0
qwen3-4b-instruct-2507-sleeper-years-suffix,anthughes/qwen3-4b-instruct-2507-sleeper-years-suffix-pr010-nh100,4B,refusal,sleeper-years-suffix,jailbreakbench,ood_heldout,100,substring,4.0,9.0,5.0
